Pantun_ID,Line_1,Line_2,Line_3,Line_4
Pantun_15993_1,Marilah kita menanam padi,Padi ditanam di dalam bendang,Apa guna kita berbudi,Jika tidak dikasihi orang.
Pantun_15994_1,Marilah kita menanam padi,Padi ditanam di dalam bendang,Hidup biar bebudi,Kemana pergi dikenang orang.
Pantun_15995_1,Marilah kita menanam padi,Padi ditanam di dalam bendang,Kita hidup biar berbudi,Kelak nanti dipandang orang.
Pantun_15996_1,Marilah kita menanam padi,Padi ditanam di dalam bendang,Orang berbahasa kita berbudi,Biar sedikit tetap dipandang.
Pantun_15997_1,Marilah kita menanam padi,Padi ditanam di dalam bendang,Benih ditanam menjadi padi,Kalau berbudi pasti dikenang.
Pantun_15998_1,Marilah Kita menanam padi,Padi ditanam di dalam bendang,Makin tunduk makin berisi,Ada hasil dibawa pulang.
Pantun_15999_1,Marilah kita menanam padi,Padi ditanam di dalam bendang,Banyak sudah ku tabur budi,Emas dan ringgit juga dipandang.
Pantun_16000_1,Mari kita menanam padi,Padi ditanam di dalam bendang,Hidup ini banyakkan berbudi,Bila mati nanti dikenang orang.
Pantun_16001_1,Mari kita menanam padi,Padi ditanam di dalam bendang,Suburnya timun kacang dan bendi,Indah sekali saat dipandang.
Pantun_16002_1,Marilah kita menanam padi,Padi ditanam di dalam bendang,Waspada dalam menabur budi,Takut nanti kita kecundang.
Pantun_16003_1,Mari kita menanam padi,Padi ditanam di dalam bendang,Rajin berusaha jatikan diri,Berpeluh sedikit hasil segudang.
Pantun_16004_1,Marilah kita menanam padi,Padi ditanam di dalam bendang,Marilah kita menyemai budi,Usah berdendam dengki dibuang.
Pantun_16005_1,Marilah kita menanam padi,Padi ditanam di dalam bendang,Semasa hidup taburlah budi,Bila mati dikenang orang
Pantun_16006_1,Marilah kita menanam padi,Padi ditanam di dalam bendang,Kalau kita baik budi,Sampai kemati dikenang orang.
Pantun_16007_1,Marilah kita menanam padi,Padi ditanam di dalam bendang,Puas sudah ku tabur budi,Wang ringgit juga dipandang orang.
Pantun_16008_1,Mari lah kita menanam padi,Padi ditanam di dalam bendang,Hari hari kita setia berbudi,Apa kan daya harta juga dipandang orang.
Pantun_16009_1,Dayung bersama tuan paduka,Mencari rotan sampai ke mudik,Pintu gelanggang telah dibuka,Bersama meriahkan pantun D’ Klasik.
Pantun_16010_1,Mari kita menanam padi,Padi ditanam di dalam bendang,Semasa hidup taburlah budi,Sampai kemati di kenang orang.
Pantun_16011_1,Bendang menghijau padi menjadi,Padi ditanam di dalam bendang,Tutur berbahasa cantik lah budi,Supaya sentiasa di ingatan orang.
Pantun_16012_1,Marilah kita menanam padi,Padi ditanam di dalam bendang,Kita hidup biarlah berbudi,Sampai mati dikenang orang.
Pantun_16013_1,Mari kita menanam padi,Padi ditanam di dalam bendang,Bersopan santun berbudi pekerti,Kemana pergi disanjung orang.
Pantun_16014_1,Mari kita menanam padi,Padi dtanam di dalam bendang,Kepada tanah kita berbudi,Moga berhasil di hari mendatang.
Pantun_16015_1,Mari kita menanam padi,Padi ditanam di dalam bendang,Manis bahasa baik budi,Rasa sedap mata memandang.
Pantun_16016_1,Mari kita menanam padi,Padi di tanam di dalam bendang,Ketika hidup tabur bakti,Budi yg baik di kenang orang
Pantun_16017_1,Marilah kita menanam padi,Padi ditanam di dalam bendang,Jauh sengketa banyakkan berbudi,Jiwa tenteram manis dipandang.
Pantun_16018_1,Mari kita menanam padi,Padi ditanam di dalam bendang,Jasa yang baik penuh berbudi,Kita senantiasa dikenang orang
Pantun_16019_1,Marilah kita menanam padi,Padi ditanam di dalam bendang,Kalau hidup selalu berbudi,Budi yg baik selalu di kenang.
Pantun_16020_1,Mari kita menanam padi,Padi ditanam di dalam bendang,Tanamkan sayang semaikan budi,Pada ibubapa tetap dikenang.
Pantun_16021_1,Mari kita menaman padi,Padi ditanam di dalam bendang,Kalau kita menabur budi,Insyaallah rezeki melimpah mendatang.
Pantun_16022_1,Marilah kita menanam padi,Padi ditanam di dalam bendang,Rupa menawan santun berbudi,Ramai yang suka ramai yang sayang.
Pantun_16023_1,Marilah kita menanam padi,Padi ditanam di dalam bendang,Kalaulah ikhlas rajin berbudi,Itulah rahsia rezeki diundang.
Pantun_16024_1,Marilah kita menanam padi,Padi ditanam didalam bendang,Puas sudah ku tanam budi,Rupa nan cantik dipandang orang.
Pantun_16025_1,Marilah kita menanam padi,Padi ditanam didalam bendang,Hidup kita sentiasa berbudi,Sepanjang zaman akan dikenang.
Pantun_16026_1,Marilah kita menanam padi,Padi di tanam di dalam bendang,Marilah amalkan hidup berbudi,Jangan di harap balasannya orang.
Pantun_16027_1,Marilah kita menanam padi,Padi ditanam di dalam bendang,Tiada sengketa harmoni abadi,Hidup tenteram bakti didendang.
Pantun_16028_1,Mari kita menanam padi,Padi tanam di dalam bendang,Hidup kita perlu berbudi,Biar jasa dikenang orang
Pantun_16029_1,Mari kita menanam padi,Padi ditanam di dalam bendang,Ayuh kita hidup berbudi,Kelak nanti mungkin dikenang.
Pantun_16030_1,Marilah kita menanam padi,Padi di tanam di dalam bendang,Hidup kita biar lah berbudi,Semoga satu hari di kenang orang.
Pantun_16031_1,Mari kita menanam padi,Padi di tanam di dalam bendang,Bantuan mulia bagi yang sudi,Keikhlasan juga wajib dipandang.
Pantun_16032_1,Mari kita menanam padi,Padi di dalam bendang,Hidup kita biarlah berbudi,Budi yang baik dikenang orang.
Pantun_16033_1,Mari kita menanam padi,Padi di tanam di dalam bendang,Jika hidup sentiasa berbudi,Sepanjang masa dikenang orang.
Pantun_16034_1,Marilah kita menanam padi,Padi ditanam di dalam bendang,Bila kita menabur budi,Jangan mengharap balasan orang.
Pantun_16035_1,Mari kita menanam padi,Padi ditanam di dalam bendang,Hidup kita mesti berbudi,Baru kita dipandang orang.
Pantun_16036_1,Marilah kita menanam padi,Padi ditanam di dalam bendang,Berbudi biar seihklas hati,Usah diharap pujian orang.
Pantun_16037_1,Pohon bidara pohon kekabu,Disulam sukun serta papaya,Digenggam bara menjadi abu,Gigih dan tekun pasti berjaya.
Pantun_16038_1,Pengira canggih mengganti sempoa,Dihitung sukat tepat selamat,Usaha gigih beriring doa,Hasilnya berkat mendapat rahmat.
Pantun_16039_1,Kurau di tampin dibayar dukun,Gelama cuma sampai di Broga,Kalau rajin belajar berpantun,Lama-lama pandai juga.
Pantun_16345_1,Bakar bahulu di bulan ramadan,Letih puasa anak mak Siti,Bersusah-susah dahulu bersenang-senang kemudian,Doa dan usaha itu yg pasti.
Pantun_16346_1,Senangin ada satu di paya,Seratus kelisa ikan di kali,Rajin berusaha tentu berjaya,Berputus asa jangan sekali.
Pantun_16347_1,Dari kecil sudah belajar semua kitab,Untuk mendapat ilmu dunia & akhirat,Semua bukan untuk merasa hebat,Biarlah kejayaan kita di dunia & akhirat
Pantun_16348_1,Padi bukit padi huma,Pulang senja pasang pelita,Susah senang kita bersama,Bila berjaya bersyukurlah kita.
Pantun_16349_1,Mengidam kerangan kepah kijing,Dibeli menantu di Pekan Selama,Berat ringan dipikul dijinjing,Kejayaan itu milik bersama.
Pantun_16354_1,Padi bukit di negeri Sabah,Hasil tuaian bawa bersama,Setiap kejayaan diraih tabah,Baru kemanisan bertahan lama.
Pantun_16355_1,Padi bukit dinegeri Sabah,Padi wangi berasnya,Biar sedikit selalu menambah,Lama-lama kan banyak jadinya.
Pantun_16356_1,Tuai padi jadi kan beras,Tanak pulut beras usang,Kerja keras jangan malas,Usaha sediki tak jadi segantang.
Pantun_16357_1,Padi bukit di negeri Sabah,Hasil tuaian bawa bersama,Kegigihan Pak Tani sentiasa tabah,Nikmatnya rezeki dikongsi diterima.
Pantun_16358_1,Berenang-renang diketepian,Bersenang-senang dihari kemudian,Bersusah payah nak capai impian,Harap usaha jangan disia-siakan.
Pantun_16421_1,Pagi-pagi makan kurma,Minum bersama air bali,Susah payah hidup bersama,Biar senang rasa dihati.
Pantun_16422_1,Kerap mandi dipinggir kali,Sejuk dingin didinihari,Harap hati menerima budi,Taburlah dulu budi sendiri
Pantun_16423_1,Akan kusahut seruan hasratmu,Ku sematkan kukuh di kalbu,Ku tunggu kejayaan tanpa jemu,Selagi hayat sanggup ku tunggu.
Pantun_16428_1,Apa ditenong apa dibelek,Adakah hilang tersilap simpan,Kejayaan tidak datang bergolek,Diraih dengan usaha dan cobaan.
Pantun_16429_1,Berhenti di gua membuka bekal,Makan bersama berdua-duaan,Berikhtiar,berdoa
Pantun_16430_1,Ingin kurasa belaian kasihmu,Ingin aku sangat rasakan,Jika kejayaan datang bertamu,Bersyukur kita kepada Tuhan.
Pantun_16431_1,Bangun pagi mesti mandi,Biar badan jadi sihat,Kalau rezeki nak menjadi,Berusaha keras pasti dapat.
Pantun_16432_1,Duduk termenung ditepi kali,Lihat si puyu berenang renang,Tumpah keringat mencari rezeki,Usaha ikhlas penuh tenang.
Pantun_16433_1,Anyaman raga berbunga sarat,Berisi gamat beralas sekam,Berjuang hingga kehujung hayat,Terasa nikmat kejayaan digenggam.
Pantun_16434_1,Juadah pagi kuih penganan,Diiring dengan si buah berangan,Kejayaan bukan untuk tontonan,Rezeki yang lebih hulur sumbangan.
Pantun_16446_1,Padi huma padi bukit,Tumbuh subur sepanjang banjaran,Usaha tanpa mengenal perit,Kejayaan diraih penuh kenikmatan.
Pantun_16447_1,Berdayung sampan menuju pengkalan,Membawa dagangan untuk jajaan,Jangan kecundang dik kegagalan,Usaha itu tangga kejayaan.
Pantun_16448_1,Yanie Rose tepok tangan,Dua tangan nampak bersih,Pantun saya suka berangan,Ku ucapkan terima kasih.
Pantun_16449_1,Pergi pasar beli rempah,Jangan lupa beri ikan,Hidup ini harus bersabar,Rajin usaha pasti kejayaan.
Pantun_16450_1,Anak panglima pergi kehulu,Sarat sampan penuh durian,Biarlah kita bersakit dahulu,Pasti bersenang kemudian.
Pantun_16451_1,Masak rondang dalam kawah,Boleh di makan bersamo-samo,Nak hidup sonang memang susah,Usaho lobih pasti berjayo.
Pantun_16452_1,Masak lauk ikan tenggiri,Ambil sedikit buat bekalan,Berusaha majukan diri,Di mana ada kemahuan di situ ada jalan.
Pantun_16453_1,Padi pulut padi melukut,Sudah dituai penuh seraga,Rezeki sedikit jangan kedekut,Rahmat Allah tidak terduga.
Pantun_16454_1,Balik ke pangkal dari penghujong,Sesat jalan jika tak bertanya,Kalau tidak dipecahkan ruyong,Bagaimana nak dapat sagunya.
Pantun_16455_1,Padi dibukit elok dibaja,Baja diambil diseberang jalan,Hasil sedikit tidak mengapa,Usahakan lebih untuk kejayaan.
Pantun_16456_1,Pukul telur buat bahulu,Enak makan diwaktu petang,Bersusah payah kita dahulu,Hasil kongsi dengan tersayang
Pantun_16457_1,Tanjung Piai di tepi laut,Peraturan diakur di pilihan raya,Hasil dituai kesyukuran disebut,Keringat yang gugur berbaloi akhirnya.
Pantun_16458_1,Makan papaya dikunyah lumat,Rasanya manis kalahkan ciku,Menuju jaya arah matlamat,Sabar merintis jalan berliku.
Pantun_16459_1,Padi di bukit simpan graha,Dibuat tapai beras yang perang,Sakit sedikit kerna usaha,Jaya dicapai tersenyum girang.
Pantun_16460_1,Hujan salju memecah awan,Beratnya sarat umpama batu,Untuk menuju pintu kejayaan,Amalkan solat di awal waktu.
Pantun_16461_1,Beras pulut di buat tapai,Dibuat oleh mak Bedah,Usaha ikhlas pasti di capai,Segala kepayahan terasa indah.
Pantun_16462_1,Bermain rakit di musim bah,Sambil menyelok ikan linang,Berdikit-dikit kita bersusah,Esok-esok menuai senang.
Pantun_16463_1,Padi bukit dari Bengkulu,Siram benih untuk semaian,Bersakit-sakit kita dahulu,Bersenang-senang kita kemudian.
Pantun_16464_1,Padi bukit dari Sabah,Hasil tuaian bawa bersama,Usaha gigih jangan mengalah,Ada kejayaan kongsi bersama.
Pantun_16465_1,Mengail bawal usah mengeluh,Tepian titi dipancar cahaya,Usaha terawal bermandi peluh,Digenggam nanti sekalung jaya.
Pantun_16466_1,Padi bukit di negeri Sabah,Hasil tuaian bawa bersama,Banyak sedikit hendaklah tabah,Cari rezeki kita bersama.
Pantun_16467_1,Tak datang jika tiada pelawaan,Jadi haram jika dimakan,Dulu tangga pendakian kejayaan,Sekarang lift suis ditekan.
Pantun_16468_1,Dari Melaka pergi ke Segamat,Singgah sebentar di tepi tanjung,Kejayaan tiada titik penamat,Ia satu perjalanan tiada penghujung.
Pantun_16469_1,Ingin ku selam lautan hatimu,Ingin aku terus mencuba,Mengejar kejayaan tanpa jemu,Jangan disertakan sifat haloba.
Pantun_16470_1,Padi bukit di Negeri Sabah,Hasil tuai bawa bersama,Segala kepayahan tetap tabah,Usaha keringat dikongsi bersama.
Pantun_16471_1,Duduk membaca diatas titi,Segar disapa angin yang nyaman,Biarlah apa hasilnya nanti,Jadikan usaha satu pengalaman.
Pantun_16472_1,Padi bukit dinegeri Sabah,Hasil tuai bawa bersama,Kalau kita selalu bersabar,Harta yang sikit kongsi bersama.
Pantun_16473_1,Kek cokelat dan cek mek molek,Beralas upih mengganti loyang,Yang bulat tak datang bergolek,Yang pipih tak datang melayang.
Pantun_16474_1,Tiada buloh gunakan rotan,Rotan pengikat kemas simpulan,Sesal kemudian tiada pendapatan,Tidak dicuba tiada kejayaan.
Pantun_16475_1,Padi bukit di negeri Sabah,Hasil tuaian bawa bersama,Susah payah hadapi dengan tabah,Moga kejayaan menjadi nyata.
Pantun_16476_1,Padi bukit sedap terasa,Negeri Sabah memangnya kaya,Jangan sesekali berputus asa,Resepi hidup untuk berjaya
Pantun_16477_1,Ikan todak di buat colek,Di basuh bersih jemur di laman,Rezeki tidak datang bergolek,Berusaha gigih tunggak kejayaan.
Pantun_16478_1,Padi bukit di negeri Sabah,Hasil tuaian bawa bersama,Terima kasih kapada juruhebah,Selalu menyajikan lagu-lagu kenangan lama.
Pantun_16480_1,Padi bukit dinegeri Sabah,Hasil tuaian dibawa bersama,Biar bersakit jatuh rebah,Rezeki diraih kongsi semua.
Pantun_16481_1,Gelap di ruang tiada cahaya,Luar muara angin bertiupan,Semangat juang bina kerjaya,Maju sejahtera masa depan.
Pantun_16482_1,Padi bukit dinegeri Sabah,Hasil tuai bawa bersama,Susah senang Anugerah Allah,Ujian dari nya kena terima.
Pantun_16483_1,Enak sungguh buah berangan,Di bawa orang seberang lautan,Tekun dan sabar asas kejayaan,Rajin berusaha penentu kesenangan.
Pantun_16484_1,Buat rakit dari buluh,Buluh datang dari seberang,Biar sakit seluruh tubuh,Kejayaan datang hatipun senang.
Pantun_16492_1,Tanjung rasah,kuala kota nian.,"Batu serdak,tepian nisan.","Sudah bersusah payah,mengapai impian..Itu tidak menjadi alasan"
Pantun_16506_1,Burung tempua,bersarang lagi Burung helang,terbang tinggi Ketika ada,tidak dihargaiKetika menghilang
Pantun_16507_1,"Tertumpah minyak,terkena pukat.","Hitam jelaga,mengotori kemboja.","Walaupun banyak,tempat memikat.","Di sini juga,selesa bermanja.."
Pantun_16509_1,Bersama kulaan solat dhuha,Cuaca redup awan berlabuh,Tiada kejayaan tanpa usaha,Jika hidup berpeluk tubuh.
Pantun_16510_1,Kuih keria dari keledek,Makan bersama di dalam dulang,Yang bulat takkan datang bergolek,Yang pipih takkan datang melayang.
Pantun_16511_1,Anak kera duduk menggaru,Bermain jinak bersama tuan,Hati gembira rasa terharu,Melihat anak bergelar graduan.
Pantun_16512_1,Benang emas jahit di bucu,Selendang sutera berikan puteri,Usaha gigih tak kenal jemu,Sinar kejayaan sedia menanti.
Pantun_16513_1,Memetik labu di kala petang,Bersama Leha cantik bergaya,Biar beribu halangan mendatang,Gandakan usaha pastikan berjaya
Pantun_16514_1,Dari kucing ke pekan Tuaran,Bandarnya cantik jadi kebangaan,Susah dahulu jadi cabaran,Untuk mencapai nikmat kejayaan.
Pantun_16515_1,Patah ranting di tengah dahan,Pokok pinang tumbuhnya rapat,Setiap kejayaan kurniaan Tuhan,Cuma hadirnya lambat atau cepat.
Pantun_16516_1,Jangan diharap padi seberang,Padi huma atas bukit,Hidup jangan susahkan orang,Usahakan rezeki walau sedikit.
Pantun_16517_1,Pagi hari terasa hangat,Sambil mengcangkul tepi halaman,Rajin berusaha kuat semangat,Pasti kejayaan dalam genggaman.
Pantun_16518_1,Padi bukit di negeri Sabah,Hasil tuaian bawa bersama,Biar sakit bersusah payah,Pahit akan manis akhirnya.
Pantun_16519_1,"Teguh palang,tepian huma.","Seekor ikan,terikat jala.","Saya menghilang,bukannya lama.","Sekarang kan,masih bersama semula.."
Pantun_16522_1,Beli pari langsung dibelah,Bagikan ke keluarga pak lurah,Bagi isteri yang sholehah,"Jaminan syurga dari Allah,"
Pantun_16523_1,Beli pari langsung dibelah,Bagikan ke keluarga pak lurah,Bagi isteri yang sholehah,"Jaminan syurga dari Allah,"
Pantun_16524_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Jaga kesihatan supaya sihat,Agar bergembira seluruh keluarga.
Pantun_16525_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Kalau terseliuh sendi dan urat,Sapu dengan minyak geliga
Pantun_16526_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Bila sihat terkinja terlompat,Udah sakit minta dijaga.
Pantun_16527_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Makan berfikir jangan tak sempat,Sihat selama tubuh dijaga.
Pantun_16528_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Cuaca jerebu pandangan tersekat,Lapik hidung pernafasan dijaga.
Pantun_16529_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Bersenam jangan terlebih lompat,Kalau sakit siapa nak jaga.
Pantun_16530_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Rajin rajin makanlah ubat,Kesihatan penting untuk dijaga.
Pantun_16531_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Bila sakit dirawat cepat,Agar tidak merisaukan keluarga.
Pantun_16532_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Amalkan gaya hidup sihat,Tahap kesihatan selalu dijaga
Pantun_16533_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Bersama berfikir putuskan pendapat,Peranan bersama kebersihan dijaga.
Pantun_16535_1,Di sinar suria rehat di anjung,Cuaca cerah terbang rerama,Peribadi mulia tetap di sanjung,Jujur amanah paling utama.
Pantun_16547_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Di saat akhir memang tak sempat,Kesihatan bersama awalnya dijaga
Pantun_16548_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Jerebu melanda di segenap tempat,Awasi keluarga kesihatan dijaga.
Pantun_16549_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Minumlah air sebanyak dapat,Di musim jerebu kesihatan dijaga.
Pantun_16550_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Minumlah air selagi dapat,Badan sama hendak dijaga.
Pantun_16551_1,Ikan di air melompat lompat,Ikan bernama si ikan laga,Kalau tak sihat berubat lah cepat,Agar segera terasa lega.
Pantun_16552_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Hidup jgn kuat mengumpat,Nanti mati tak bau syurga.
Pantun_16553_1,Ikan di air melompat lompat,Ikan bernama si ikan laga,Hidup kita biarlah bermuafakat,Negara aman rakyat sejahtera.
Pantun_16554_1,Ikan di air melompat - lompat,Ikan bernama si ikan laga,Rajin bersenam kita kan sihat,Semakin berusia kenalah jaga
Pantun_16555_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Tidur malam biarlah tepat,Moga kesihatan elok terjaga.
Pantun_16556_1,Ikan di air melompat-lompat,Ikan bersama si ikan laga,Dulu terpinggir kini mendapat,Kasih di sukma seluruh raga.
Pantun_16557_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Akibat jerebu hidung tersumbat,Makan ubat barulah lega.
Pantun_16558_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Kalau kita hendak sihat,Kesihatan sentiasa perlu dijaga.
Pantun_16559_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Asap hadir begitu cepat,Demam selesema berjaga-jaga.
Pantun_16560_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Kalau sakit berubatlah cepat,Kesihatan wajib selalu dijaga.
Pantun_16561_1,Ikan di air melompat lompat,Ikan bernama si ikan laga,Rajin-rajin lah makan ubat,Supaya kesihatan sentiasa terjaga.
Pantun_16562_1,Ikan di air melompat -lompat,Ikan bernama si ikan laga,Amalan sihat membawa berkat,Keharmonian hidup kita sekeluarga.
Pantun_16563_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Jaga pemakanan badankan sihat,Kekal bahagia di samping keluarga.
Pantun_16564_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Jerebu mutakhir semua tempat,Mari bersama kesihatan dijaga.
Pantun_16565_1,Ikan di air melompat lompat,Ikan bernama si ikan laga,Amalkan lah gaya hidup yang sihat,Untuk kebahagiaan seisi keluarga.
Pantun_16566_1,Ikan di air melompat lompat,Ikan bernama si ikan laga,Senaman ringan selalu di ingat,Mudahan sihat siaga.
Pantun_16567_1,Ikan di air melompat lompat,Ikan bernama si ikan laga,Kini jerebu ramai tak sehat,Kesihatan diri perlu dijaga.
Pantun_16568_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Bila sakit pergi berubat,Kesihatan kita perlu dijaga
Pantun_16569_1,Ikan di air melompat lompat,Ikan bernama si ikan laga,Kalau sakit makan ubat cepat,Kalau dah melarat payah nak jaga.
Pantun_16570_1,Ikan di air melompat- lompat,Ikan bernama si ikan laga,Makan ubat diwaktu yang tepat,Sayangi diri kesihatan baik sangat berharga.
Pantun_16571_1,Ikan di air melompat lompat,Ikan bernama si ikan laga,Bangun pagi terasa sihat,Bila kesihatan sentiasa di jaga.
Pantun_16600_1,Pergi ke Peramu di petang redup,Singgah sekejap di Kuala Jati,Berhijab kamu semasa hidup,Sebelum dihijab pabila mati.
Pantun_16608_1,Lama menanti,tak kunjung tibaKaki lenguh,hendak berjalan Rezeki dicari,amal ditimba Moga teguh dalam ujian...
Pantun_16620_1,"Atas titi,penuh bersisa Cuaca nyaman ,sampai ke titi.","Kasih di hati,tidak boleh",di paksa.,"Berilah senyuman,seikhlas hati.."
Pantun_16627_1,Ikan di air melompat lompat,Ikan bernana si ikan laga,Badan sihat hidup berkat,Keluarga bahagia lebih berharga.
Pantun_16628_1,Ikan di air melompat lompat,Ikan bernama si ikan laga,Kesihatan tak jaga sakit yang dapat,Jaga lah pemakanan seisi keluarga.
Pantun_16629_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Suasana jerebu merata tempat,Kesihatan diri perlu dijaga.
Pantun_16630_1,Ikan di air melompat-lompat,Ikan bernama si ikan laga,Jerebu berada di merata tempat,Ambil langkah berjaga-jaga.
Pantun_16631_1,Antara kasih sayang & cinta,Mana dulu mana kemudian,Segala bersih impi dicita,Malaysiaku nusa kebanggaan.
Pantun_16632_1,Antara kasih,sayang dan cinta,Mana dulu mana kemudian,Bukan sekadar melafaz kata
Pantun_16633_1,Antara kasih,sayang dan cinta,Mana dulu mana kemudian,Usah disisih ungkapan nyata
Pantun_16634_1,Antara kasih sayang & cinta,Mana dulu mana kemudian,Negara bersih dipandang mata,Tidak lah malu jadi cacian.
Pantun_16635_1,Antara kasih sayang & cinta,Mana dulu mana kemudian,Amalan bersih rakyat jelata,Negara maju tepati impian.
Pantun_16636_1,Antara kasih sayang & cinta,Mana dulu mana kemudian,Malaysia bersih sasaran kita,Mari bersatu rakyat sekalian.
Pantun_16637_1,Antara kasih sayang dan cinta,Mana dulu mana kemudian,Sejarah negara telah tercipta,Negara Malaysia jadi kebangaan.
Pantun_16638_1,Antara kasih sayang & cinta,Mana dulu mana kemudian,Negara Malaysia bumi tercinta,Bersatu padu meraih kejayaan.
Pantun_16639_1,Antara kasih sayang & cinta,Mana dulu mana kemudian,Demi keharmonian Malaysia tercinta,Perpaduan & keamanan perlu diutamakan.
Pantun_16640_1,Antara kasih sayang dan cinta,Mana dulu mana kemudian,Merdeka disambut dengan air mata,Penuh kesyukuran serta kesetiaan.
Pantun_16641_1,Antara kasih sayang & cinta,Mana dulu mana kemudian,Bumi Malaysia negara kita,Demi pertiwi rela berkorban.
Pantun_16642_1,Antara kasih sayang & cinta,Mana dulu mana kemudian,Kasih sayang & cinta pandangan di mata,Cintai negara menjadi kewajiban.
Pantun_16643_1,Antara kasih sayang & cinta,Mana dulu mana kemudian,Demi Malaysia yg ku cinta,Ku rela berkorban bermati-matian.
Pantun_16644_1,Antara kasih sayang dan cinta,Mana dulu mana kemudian,Memang benar bagai di kata,Negara Malaysia yang di utamakan.
Pantun_16645_1,Antara kasih sayang & cinta,Mana dulu mana kemudian,Negara bersih negara kita,Negara dulu diri kemudian.
Pantun_16646_1,Antara kasih sayang & cinta,Mana dulu mana kemudian,Tak kisah apa yang dipinta,Keduanya saling bergantian.
Pantun_16647_1,Antara kasih sayang dan cinta,Mana dulu mana kemudian,Bendera masih dikibar merata,Cintai malaysia jadi sebutan.
Pantun_16648_1,Antara kasih sayang & cinta,Mana dulu mana kemudian,Demi Negara yang tercinta,Jasad dan nyawa rela berkorban.
Pantun_16649_1,Gemerlapan berlian di jari,Pinangan diterima siteruna pilihan,Yang pertama sayangi diri sendiri,Sayangi negara jadi taruhan.
Pantun_16650_1,Antara kasih sayang & cinta,Mana dulu mana kemudian,Darah tertumpah kasih tercipta,Cinta negara tiada bertepian.
Pantun_16651_1,Antara kasih dengan cinta,Mana dulu mana kemudian,Sumbangsih negara tercinta,Sayang selalu indah nian.
Pantun_16652_1,Antara kasih sayang & cinta,Mana dulu mana kemudian,Malaysia yang kita cinta,Curah bakti rela berkorban untuk semua sekalian.
Pantun_16653_1,Antara kasih sayang & cinta,Mana dulu mana kemudian,Demi Malaysia bebas merdeka,Jiwa raga sanggup ku korban.
Pantun_16654_1,Antara kasih sayang & cinta,Mana dulu mana kemudian,Dalam hati tertanam cita-cita,Demi negara sanggup berkorban.
Pantun_16655_1,Antara kasih sayang & cinta,Mana dulu mana kemudian,Bersihkan jiwa hindarkan dusta,Namamu Malaysia jadi sebutan.
Pantun_16656_1,Disorong bantal bila mengantuk,Jangan terngadah sesudah terhantuk,Malaysia maju masyarakat majmuk,Jangan bergaduh jangan mengamuk.
Pantun_16657_1,Lampu cemeni cerminnya bulat,Kegunaan biasa bagai lantera,Malaysia ini negara berdaulat,Makmur sentosa kita pelihara.
Pantun_16658_1,Payung terjun tali teraju,Di pakai tentera segak mengancam,Malaysia membangun ke arah maju,Negara sejahtera aman tenteram.
Pantun_16659_1,Berkejar di taman anak bertiga,Berebut kereta barang permainan,Ke akhir zaman Malaysia dijaga,Bersatu kita nikmati keamanan.
Pantun_16660_1,Sisa terakhir isi juadah,Di dalam dulang menu berbilang,Malaysia mengukir sejarah indah,Nama gemilang warga cemerlang.
Pantun_16661_1,Cik Limah duduk ditangga,Sambil makan buah delima,Sama-samalah kita majukan negara,Agar Malaysia terkenal seluruh dunia.
Pantun_16662_1,Makan bihun di Pekan Pagoh,Kedai desa bawah pohon delima,56 tahun Malaysiaku teguh,Sejahtera bangsa pertahankan bersama.
Pantun_16663_1,Dari pekan menuju ke kota,Kota terletak di sebelah timur,Mari hentikan segala sengketa,Semoga Malaysiaku bertambah makmur.
Pantun_16664_1,Halia bara buah mengkudu,Dijemur orang di atas para,Marilah kita hidup bersatu padu,Berganding bahu majukan negara.
Pantun_16665_1,Halia dan serai diketuk-ketuk,Ikan keli di dalam belanga,56 tahun Malaysia dibentuk,Semoga terus gah di mata dunia.
Pantun_16666_1,Pagi hari pergi membajak,Bawa bekal sayur tauhu,Pemimpin dipilih pemimpin bijak,Sungguh benar katamu itu.
